AÑO,MES,MAQUINA,CENTRAL,AGENTE,AGENTE_DESCRIPCION,TIPO_MAQUINA,FUENTE_GENERACION,TECNOLOGIA,COMBUSTIBLE,CONSUMO
2013,2013-10-01,PINATG10,PINA,CTPINAMG,CT PINAMAR - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,642.94
2013,2013-10-01,PINATG10,PINA,CTPINAMG,CT PINAMAR - EMGASUD,TURBO GAS,Térmica,TG,GAS OIL,61.93
2013,2013-10-01,PIQIDI01,PIQI,CTPIQUIG,CENTRAL TERMICA PIQUIRENDA,MOTOR DIESEL,Térmica,DI,GAS NATURAL,3783.73
2013,2013-10-01,PIRADI01,PIRA,CTPIRANG,CT PIRANE - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,52.26
2013,2013-10-01,PNUETV07,PNUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO VAPOR,Térmica,TV,FUEL OIL,5493.29
2013,2013-10-01,PNUETV07,PNUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO VAPOR,Térmica,TV,GAS NATURAL,8731.44
2013,2013-10-01,PNUETV08,PNUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO VAPOR,Térmica,TV,FUEL OIL,7660.09
2013,2013-10-01,PNUETV08,PNUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO VAPOR,Térmica,TV,GAS NATURAL,6698.37
2013,2013-10-01,PNUETV09,PNUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO VAPOR,Térmica,TV,FUEL OIL,22186.14
2013,2013-10-01,PNUETV09,PNUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO VAPOR,Térmica,TV,GAS NATURAL,9096.34
2013,2013-10-01,PPATDI01,PPAT,CTPATRIG,CT PASO DE LA PATRIA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,111.74000000000001
2013,2013-10-01,RAFADI01,RAFA,CTRAFAEG,CT RAFAELA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,7.24
2013,2013-10-01,RCUATG02,RCUA,EPECORDG,EPEC GENERACION               ,TURBO GAS,Térmica,TG,GAS NATURAL,1229.43
2013,2013-10-01,REALDI01,REAL,CTREALIG,CT REALICO - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,201.69
2013,2013-10-01,RESCDI01,RESC,CTRESCAG,C.T.REMED.DE ESCALADA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,70.73
2013,2013-10-01,ROCATG01,ROCA,CTROCARG,CT ROCA SA,TURBO GAS,Térmica,TG,GAS NATURAL,1666.54
2013,2013-10-01,RSAUDI01,RSAU,CTMEDANG,C.MEDANITOS-RINCON SAUCES,MOTOR DIESEL,Térmica,DI,GAS NATURAL,5425.24
2013,2013-10-01,RTERTG01,RTER,GENCORDG,GENERADORA CORDOBA S.A.,TURBO GAS,Térmica,TG,GAS NATURAL,1300.75
2013,2013-10-01,RTERTG02,RTER,GENCORDG,GENERADORA CORDOBA S.A.,TURBO GAS,Térmica,TG,GAS NATURAL,1288.06
2013,2013-10-01,SARCTG21,SARC,HTSANJUG,HIDROTERMICA SAN JUAN,TURBO GAS,Térmica,TG,GAS OIL,141.42000000000002
2013,2013-10-01,SARCTG22,SARC,HTSANJUG,HIDROTERMICA SAN JUAN,TURBO GAS,Térmica,TG,GAS OIL,87.91
2013,2013-10-01,SFRATG01,SFRA,EPECORDG,EPEC GENERACION               ,TURBO GAS,Térmica,TG,GAS NATURAL,1630.75
2013,2013-10-01,SFRATG01,SFRA,EPECORDG,EPEC GENERACION               ,TURBO GAS,Térmica,TG,GAS OIL,15.94
2013,2013-10-01,SFRATG02,SFRA,EPECORDG,EPEC GENERACION               ,TURBO GAS,Térmica,TG,GAS NATURAL,2103.25
2013,2013-10-01,SHELTG01,SHEL,SHELDSCA,SHELL CAPSA PTA. DOCK SUD     ,TURBO GAS,Térmica,TG,GAS NATURAL,529.87
2013,2013-10-01,SLTODI01,SLTO,CTSALTOG,CT SALTO - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,999.7900000000001
2013,2013-10-01,SMARDI01,SMAR,EDECATKG,EDECAT GENERACION,MOTOR DIESEL,Térmica,DI,GAS OIL,59.51
2013,2013-10-01,SMTUTG01,SMTU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,TURBO GAS,Térmica,CC,GAS NATURAL,25715.760000000002
2013,2013-10-01,SMTUTG02,SMTU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,TURBO GAS,Térmica,CC,GAS NATURAL,25579.31
2013,2013-10-01,SNICTV11,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,CARBÓN MINERAL,4742.88
2013,2013-10-01,SNICTV11,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,FUEL OIL,85.04
2013,2013-10-01,SNICTV11,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,GAS NATURAL,1940.98
2013,2013-10-01,SNICTV12,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,CARBÓN MINERAL,4204.85
2013,2013-10-01,SNICTV12,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,FUEL OIL,394.28000000000003
2013,2013-10-01,SNICTV12,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,GAS NATURAL,3915.71
2013,2013-10-01,SNICTV13,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,FUEL OIL,1822.3600000000001
2013,2013-10-01,SNICTV13,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,GAS NATURAL,2925.67
2013,2013-10-01,SNICTV14,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,FUEL OIL,1911.43
2013,2013-10-01,SNICTV14,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,GAS NATURAL,7250.2300000000005
2013,2013-10-01,SNICTV15,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,CARBÓN MINERAL,46653.3
2013,2013-10-01,SNICTV15,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,FUEL OIL,551.79
2013,2013-10-01,SNICTV15,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,GAS NATURAL,3512.76
2013,2013-10-01,SOESTG03,SOES,EPECORDG,EPEC GENERACION               ,TURBO GAS,Térmica,TG,GAS NATURAL,2114.31
2013,2013-10-01,SOLATG01,SOLA,SOLALB2A,SOLALBAN ENERGIA SA,TURBO GAS,Térmica,TG,GAS NATURAL,7942.09
2013,2013-10-01,SORRTV13,SORR,CTSORREG,C.TERMICA SORRENTO            ,TURBO VAPOR,Térmica,TV,FUEL OIL,810.51
2013,2013-10-01,SORRTV13,SORR,CTSORREG,C.TERMICA SORRENTO            ,TURBO VAPOR,Térmica,TV,GAS NATURAL,3084.17
2013,2013-10-01,SPE2DI01,SPE2,CTSAEN2G,CT SAENZ PEÑA II- ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,17.95
2013,2013-10-01,SPENDI01,SPEN,CTSAENZG,CT SAENZ PEÑA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,30.38
2013,2013-10-01,SROSDI01,SROS,CTSROSAG,CT SANTA ROSA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,324.59000000000003
2013,2013-10-01,TANDTG01,TAND,TERMOANG,C.T. SALTA (TERMOANDES),TURBO GAS,Térmica,TG,GAS NATURAL,4847.35
2013,2013-10-01,TANDTG02,TAND,TERMOANG,C.T. SALTA (TERMOANDES),TURBO GAS,Térmica,TG,GAS NATURAL,38261.78
2013,2013-10-01,TARDDI01,TARD,CTTARTAG,CT TARTAGAL - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,152.6
2013,2013-10-01,TERVDI01,TERV,CTTEREVG,CT TEREVINTOS - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,381.29
2013,2013-10-01,TIMBTG01,TIMB,TSMARTIG,TERMOELE. JOSE SAN MARTIN S.A,TURBO GAS,Térmica,CC,GAS NATURAL,44552.06
2013,2013-10-01,TIMBTG01,TIMB,TSMARTIG,TERMOELE. JOSE SAN MARTIN S.A,TURBO GAS,Térmica,CC,GAS OIL,3526.41
2013,2013-10-01,TIMBTG02,TIMB,TSMARTIG,TERMOELE. JOSE SAN MARTIN S.A,TURBO GAS,Térmica,CC,GAS NATURAL,42982.87
2013,2013-10-01,TIMBTG02,TIMB,TSMARTIG,TERMOELE. JOSE SAN MARTIN S.A,TURBO GAS,Térmica,CC,GAS OIL,4954.68
2013,2013-10-01,TINODI01,TINO,CTTINOGG,CT TINOGASTA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,255.78
2013,2013-10-01,TUCUTG02,TUCU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,TURBO GAS,Térmica,CC,GAS NATURAL,25254.73
2013,2013-10-01,VANGDI01,VANG,CTVANGEG,CT VILLA ANGELA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,93.91
2013,2013-10-01,VGADDI01,VGAD,CTGVILLG,CT GRAL. VILLEGAS - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,188.95000000000002
2013,2013-10-01,VGESTG11,VGES,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS NATURAL,14.07
2013,2013-10-01,VGESTG11,VGES,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS OIL,84.25
2013,2013-10-01,VGESTG14,VGES,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS OIL,13.31
2013,2013-10-01,VGESTG16,VGES,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS NATURAL,118.42
2013,2013-10-01,VGESTG18,VGES,CTGESELG,CT VILLA GESELL-CATLANT.,TURBO GAS,Térmica,TG,GAS NATURAL,5533.61
2013,2013-10-01,VGESTG18,VGES,CTGESELG,CT VILLA GESELL-CATLANT.,TURBO GAS,Térmica,TG,GAS OIL,23.28
2013,2013-10-01,VMARTG02,VMAR,EPECORDG,EPEC GENERACION               ,TURBO GAS,Térmica,TG,GAS NATURAL,1357.8500000000001
2013,2013-10-01,VREGDI01,VREG,CTVREGIG,CT VILLA REGINA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,13.34
2013,2013-10-01,YPFATG01,YPFA,YPFLPEZA,YPF LOS PERALES AUTOG,TURBO GAS,Térmica,TG,GAS NATURAL,9748.33
2013,2013-11-01,ABRODI01,ABRO,CTABROWG,C.T. ALMIRANTE BROWN - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,38.42
2013,2013-11-01,ACAJTG02,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON           ,TURBO GAS,Térmica,CC,GAS NATURAL,428.02
2013,2013-11-01,ACAJTG03,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON           ,TURBO GAS,Térmica,CC,GAS NATURAL,11091.65
2013,2013-11-01,ACAJTG04,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON           ,TURBO GAS,Térmica,CC,GAS NATURAL,10780.33
2013,2013-11-01,ACAJTG06,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,TURBO GAS,Térmica,CC,GAS NATURAL,35460.99
2013,2013-11-01,AESPTG01,AESP,CTAESPAG,C.T. AES PARANA,TURBO GAS,Térmica,CC,GAS NATURAL,47579.05
2013,2013-11-01,AESPTG02,AESP,CTAESPAG,C.T. AES PARANA,TURBO GAS,Térmica,CC,GAS NATURAL,48786.9
2013,2013-11-01,ALEMDI01,ALEM,CTALEMNG,CT ALEM - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,2183.87
2013,2013-11-01,ALOMDI01,ALOM,YPFLOMQA,CENTRAL TÉRMICA LOMITA AUTOG.,MOTOR DIESEL,Térmica,DI,GAS NATURAL,2326.4900000000002
2013,2013-11-01,ALUMDI01,ALUM,CTALUMIG,CT ALUMINÉ - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,4.37
2013,2013-11-01,ANATDI01,ANAT,CTANATUG,CT AÑATUYA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,679.16
2013,2013-11-01,ANATDI02,ANAT,CTANAT2G,CT AÑATUYA II - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,242.11
2013,2013-11-01,ARGETG01,ARGE,SIDERCAC,SIDERCA SA(EX ARGENER-GEN.PAR),TURBO GAS,Térmica,TG,GAS NATURAL,22490.12
2013,2013-11-01,ARISDI01,ARIS,CTARISTG,CT ARISTOBULO DEL VALLE-ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,1804.51
2013,2013-11-01,ARMATG01,ARMA,CTLARMAG,CT LAS ARMAS - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,59.06
2013,2013-11-01,ARMATG02,ARMA,CTLARMAG,CT LAS ARMAS - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,57.120000000000005
2013,2013-11-01,ARMATG03,ARMA,CTLARM2G,CT LAS ARMAS II - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,2822.25
2013,2013-11-01,ARREDI01,ARRE,CTARRECG,CT ARRECIFES-ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,204.28
2013,2013-11-01,AVALTG21,AVAL,CTALVALG,C.TERMICA ALTO VALLE          ,TURBO GAS,Térmica,TG,GAS NATURAL,18.76
2013,2013-11-01,AVALTG22,AVAL,CTALVALG,C.TERMICA ALTO VALLE          ,TURBO GAS,Térmica,CC,GAS NATURAL,4658.68
2013,2013-11-01,AVALTG23,AVAL,CTALVALG,C.TERMICA ALTO VALLE          ,TURBO GAS,Térmica,CC,GAS NATURAL,6461.78
2013,2013-11-01,BARIDI01,BARI,CTBARILG,CT BARILOCHE - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,32.59
2013,2013-11-01,BBLATV29,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,TURBO VAPOR,Térmica,TV,FUEL OIL,22638.39
2013,2013-11-01,BBLATV29,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,TURBO VAPOR,Térmica,TV,GAS NATURAL,17065.57
2013,2013-11-01,BBLATV30,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,TURBO VAPOR,Térmica,TV,FUEL OIL,7303.56
2013,2013-11-01,BBLATV30,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,TURBO VAPOR,Térmica,TV,GAS NATURAL,25957.010000000002
2013,2013-11-01,BLOPTG01,BLOP,CTBRILOG,CT BRIGADIER LOPEZ - ENARSA,TURBO GAS,Térmica,TG,GAS NATURAL,8147.17
2013,2013-11-01,BRAGTG01,BRAG,CTBRAGAG,CT BRAGADO - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,1658.49
2013,2013-11-01,BRAGTG02,BRAG,CTBRAGAG,CT BRAGADO - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,1495.89
2013,2013-11-01,BSASTG01,BSAS,CCOSTANG,ENDESA COSTANERA SA,TURBO GAS,Térmica,CC,GAS NATURAL,32963.63
2013,2013-11-01,BVILDI01,BVIL,CTBELLVG,CT BELL VILLE - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,652.49
2013,2013-11-01,CASTDI01,CAST,CTCASTEG,CT CASTELLI - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,1211.18
2013,2013-11-01,CATADI01,CATA,EDECATKG,EDECAT GENERACION,MOTOR DIESEL,Térmica,DI,GAS OIL,697.73
2013,2013-11-01,CATDDI01,CATD,CTCATAMG,CT CATAMARCA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,1651.83
2013,2013-11-01,CAVIDI01,CAVI,CTCAVIAG,CT CAVIAHUE - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,17.57
2013,2013-11-01,CEPUTG11,NPUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO GAS,Térmica,CC,GAS NATURAL,34039.24
2013,2013-11-01,CEPUTG12,NPUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO GAS,Térmica,CC,GAS NATURAL,34837.12
2013,2013-11-01,CEREDI01,CERE,CTCERESG,CT CERES - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,121.74000000000001
2013,2013-11-01,CHARDI01,CHAR,CTCHARAG,CT CHARATA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,33.12
2013,2013-11-01,CHARDI02,CHAR,CTCHARAG,CT CHARATA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,37.43
2013,2013-11-01,CHLEDI01,CHLE,CTCHILEG,CT CHILECITO - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,756.17
2013,2013-11-01,CIPODI01,CIPO,CTCIPOLG,CT CIPOLLETI - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,15.31
2013,2013-11-01,COLBDI01,COLB,CTCOLBSG,CT COLON BS.AS - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,86.48
2013,2013-11-01,CORRDI01,CORR,CTCORRIG,CT CORRIENTES - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,739.91
2013,2013-11-01,COSTTG08,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO GAS,Térmica,CC,GAS NATURAL,43561.06
2013,2013-11-01,COSTTG09,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO GAS,Térmica,CC,GAS NATURAL,42540.69
2013,2013-11-01,COSTTV01,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,GAS NATURAL,2549.19
2013,2013-11-01,COSTTV03,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,FUEL OIL,8194.87
2013,2013-11-01,COSTTV03,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,GAS NATURAL,2772.42
2013,2013-11-01,COSTTV04,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,FUEL OIL,2481.46
2013,2013-11-01,COSTTV04,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,GAS NATURAL,1041.88
2013,2013-11-01,COSTTV06,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,FUEL OIL,13833.76
2013,2013-11-01,COSTTV06,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,GAS NATURAL,13902.19
2013,2013-11-01,COSTTV07,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,FUEL OIL,19687.61
2013,2013-11-01,COSTTV07,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,GAS NATURAL,7086.57
2013,2013-11-01,CRIVTG21,CRIV,CTPATAGG,C.T. PATAGONICAS SA           ,TURBO GAS,Térmica,TG,GAS NATURAL,4022.8
2013,2013-11-01,CRIVTG23,CRIV,CTPATAGG,C.T. PATAGONICAS SA           ,TURBO GAS,Térmica,TG,GAS NATURAL,5221.57
2013,2013-11-01,CRIVTG27,ELEP,ELEPCRUG,ELECTROPATAGONIA-C.RIV-C.COMB.,TURBO GAS,Térmica,CC,GAS NATURAL,3877.0
2013,2013-11-01,CRIVTG28,ELEP,ELEPCRUG,ELECTROPATAGONIA-C.RIV-C.COMB.,TURBO GAS,Térmica,CC,GAS NATURAL,5698.52
2013,2013-11-01,CSARDI01,CSAR,CTCSARMG,CT CAPITAN SARMIENTO - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,458.34000000000003
2013,2013-11-01,CURUTG01,CURU,CTCURUGG,CT CONC.DEL URUGUAY - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,255.25
2013,2013-11-01,CURUTG02,CURU,CTCURU2G,CT CONC.DEL URUGUAY II-EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,271.55
2013,2013-11-01,DFUNTG01,DFUN,EPECORDG,EPEC GENERACION               ,TURBO GAS,Térmica,TG,GAS NATURAL,1517.46
2013,2013-11-01,DIQUTG03,DIQU,CTDIQUEG,CENTRAL DIQUE S.A.            ,TURBO GAS,Térmica,TG,GAS NATURAL,50.17
2013,2013-11-01,DIQUTG04,DIQU,CTDIQUEG,CENTRAL DIQUE S.A.            ,TURBO GAS,Térmica,TG,GAS NATURAL,17.41
2013,2013-11-01,DSUDTG07,DSUD,CTDOCKSG,CENTRAL DOCK SUD              ,TURBO GAS,Térmica,TG,GAS NATURAL,86.62
2013,2013-11-01,DSUDTG08,DSUD,CTDOCKSG,CENTRAL DOCK SUD              ,TURBO GAS,Térmica,TG,GAS NATURAL,86.41
2013,2013-11-01,DSUDTG09,DSUD,CTDOCKSG,CENTRAL DOCK SUD              ,TURBO GAS,Térmica,CC,GAS NATURAL,47630.97
2013,2013-11-01,DSUDTG10,DSUD,CTDOCKSG,CENTRAL DOCK SUD              ,TURBO GAS,Térmica,CC,GAS NATURAL,45165.06
2013,2013-11-01,EBARTG01,EBAR,CTBARRAG,CT BARRAGAN - ENARSA,TURBO GAS,Térmica,TG,GAS NATURAL,12277.86
2013,2013-11-01,EBARTG02,EBAR,CTBARRAG,CT BARRAGAN - ENARSA,TURBO GAS,Térmica,TG,GAS NATURAL,3316.13
2013,2013-11-01,EBARTG02,EBAR,CTBARRAG,CT BARRAGAN - ENARSA,TURBO GAS,Térmica,TG,GAS OIL,47.25
2013,2013-11-01,ELOMDI01,ELOM,PETRELRA,YAC.ENTRE LOMAS AUTOGENERADOR,MOTOR DIESEL,Térmica,DI,GAS NATURAL,506.96000000000004
2013,2013-11-01,ENSETG01,ENSE,LAPLATAC,LA PLATA COGENERACION SA,TURBO GAS,Térmica,TG,GAS NATURAL,15504.06
2013,2013-11-01,ESQDDI01,ESQD,CTESQUIG,CT ESQUINA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,343.94
2013,2013-11-01,FILOTG01,FILO,FILOMORG,C.T. FILO MORADO              ,TURBO GAS,Térmica,TG,GAS NATURAL,0.11
2013,2013-11-01,FILOTG02,FILO,FILOMORG,C.T. FILO MORADO              ,TURBO GAS,Térmica,TG,GAS NATURAL,1.31
2013,2013-11-01,FORDDI01,FORD,CTFORMOG,CT FORMOSA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,393.26
2013,2013-11-01,FORDDI02,FORD,CTFORMOG,CT FORMOSA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,383.37
2013,2013-11-01,GBELTG01,GBEL,TMBELGRG,TERMOELECTRICA M.BELGRANO S.A.,TURBO GAS,Térmica,CC,GAS NATURAL,35423.23
2013,2013-11-01,GBELTG02,GBEL,TMBELGRG,TERMOELECTRICA M.BELGRANO S.A.,TURBO GAS,Térmica,CC,GAS NATURAL,3498.6100000000006
2013,2013-11-01,GBELTG02,GBEL,TMBELGRG,TERMOELECTRICA M.BELGRANO S.A.,TURBO GAS,Térmica,CC,GAS OIL,363.27
2013,2013-11-01,GEBATG01,GEBA,GENELBAG,GENELBA - PETROBRAS,TURBO GAS,Térmica,CC,GAS NATURAL,40588.22
2013,2013-11-01,GEBATG02,GEBA,GENELBAG,GENELBA - PETROBRAS,TURBO GAS,Térmica,CC,GAS NATURAL,22246.09
2013,2013-11-01,GEBATG03,GEBA,GENELPLG,GENELBA PLUS- PETROBRAS,TURBO GAS,Térmica,TG,GAS NATURAL,4063.81
2013,2013-11-01,GOYDDI01,GOYD,CTGOYADG,CT GOYA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,683.34
2013,2013-11-01,GUEMTG01,GUEM,CTGUEMEG,C.TERMICA GUEMES S.A.,TURBO GAS,Térmica,TG,GAS NATURAL,13715.210000000001
2013,2013-11-01,GUEMTV11,GUEM,CTGUEMEG,C.TERMICA GUEMES S.A.,TURBO VAPOR,Térmica,TV,GAS NATURAL,12455.11
2013,2013-11-01,GUEMTV12,GUEM,CTGUEMEG,C.TERMICA GUEMES S.A.,TURBO VAPOR,Térmica,TV,GAS NATURAL,12195.14
2013,2013-11-01,GUEMTV13,GUEM,CTGUEMEG,C.TERMICA GUEMES S.A.,TURBO VAPOR,Térmica,TV,GAS NATURAL,17359.28
2013,2013-11-01,INDETG01,INDE,GINDEPEG,GENERACION INDEPENDENCIA S.A.,TURBO GAS,Térmica,TG,GAS NATURAL,7085.28
2013,2013-11-01,INDETG02,INDE,GINDEPEG,GENERACION INDEPENDENCIA S.A.,TURBO GAS,Térmica,TG,GAS NATURAL,8102.1
2013,2013-11-01,INTADI01,INTA,CTINTACG,CT INTA CATAMARCA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,293.64
2013,2013-11-01,ISVEDI01,ISVE,CTISLAVG,CT ISLA VERDE - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,83.63
2013,2013-11-01,JUARDI01,JUAR,CTJUAREG,CT ING JUAREZ - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,386.34000000000003
2013,2013-11-01,JUNIDI01,JUNI,CTJUNING,CT JUNIN - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,535.7
2013,2013-11-01,LBANTG21,LBAN,GELABANG,GENERACION LA BANDA S.A.,TURBO GAS,Térmica,TG,GAS NATURAL,1498.55
2013,2013-11-01,LBANTG22,LBAN,GELABANG,GENERACION LA BANDA S.A.,TURBO GAS,Térmica,TG,GAS NATURAL,663.01
2013,2013-11-01,LBANTG22,LBAN,GELABANG,GENERACION LA BANDA S.A.,TURBO GAS,Térmica,TG,GAS OIL,32.75
2013,2013-11-01,LBLADI01,LBLA,CTLBLANG,CT LAGUNA BLANCA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,507.54
2013,2013-11-01,LDCUTG22,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO GAS,Térmica,CC,GAS NATURAL,6746.99
2013,2013-11-01,LDCUTG23,LDCU,CTMENZAC,C T MENDOZA COGENERADOR       ,TURBO GAS,Térmica,TG,GAS NATURAL,1546.73
2013,2013-11-01,LDCUTG24,LDCU,CTMENZAC,C T MENDOZA COGENERADOR       ,TURBO GAS,Térmica,TG,GAS NATURAL,1839.26
2013,2013-11-01,LDCUTG25,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO GAS,Térmica,CC,GAS NATURAL,32393.670000000002
2013,2013-11-01,LDCUTV11,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO VAPOR,Térmica,TV,FUEL OIL,1860.93
2013,2013-11-01,LDCUTV11,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO VAPOR,Térmica,TV,GAS NATURAL,8222.97
2013,2013-11-01,LDCUTV12,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO VAPOR,Térmica,TV,FUEL OIL,61.95
2013,2013-11-01,LDCUTV12,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO VAPOR,Térmica,TV,GAS NATURAL,7110.77
2013,2013-11-01,LDLATG01,LDLA,PAMPAENG,C.T. LOMA DE LA LATA S.A.,TURBO GAS,Térmica,CC,GAS NATURAL,21496.88
